TPSA,LogP,CSP3,MW,HBA,Num_Rot_Bond,Num_Aromatic_Rings,HBD,Num_Rings,Molecule_Name
198.44,-1.861,0.2916666666666667,513.5520000000001,11,8,3,5,4,CMNPD5268
202.77999999999997,1.6253999999999997,0.3333333333333333,614.5590000000005,12,2,1,3,8,CMNPD19852
60.36,4.609200000000005,0.65,319.465,3,13,1,1,1,CMNPD405
171.93999999999997,2.787200000000002,0.2857142857142857,552.4880000000003,12,6,4,2,5,CMNPD30914
118.84000000000002,3.5794000000000032,0.44,454.52300000000014,8,9,3,2,3,CMNPD24430
146.37,2.168800000000002,0.1,380.356,7,4,3,6,4,CMNPD25143
151.26,1.3491999999999997,0.5454545454545454,450.48800000000017,8,7,1,4,2,CMNPD5858
157.32999999999998,3.870500000000002,0.6206896551724138,562.6600000000005,9,11,1,3,2,CMNPD28476
77.63,4.808400000000004,0.24,575.3010000000002,4,11,3,1,3,CMNPD6172
94.83000000000001,2.909400000000002,0.47368421052631576,332.39599999999996,5,5,1,3,2,CMNPD12460
169.93999999999997,-0.0697,0.42857142857142855,555.6080000000003,8,8,2,6,4,CMNPD23446
212.93999999999997,0.8207000000000024,0.13636363636363635,635.3010000000002,8,9,2,8,4,CMNPD26660
80.67,5.932800000000006,0.6666666666666666,560.3470000000002,4,13,1,1,2,CMNPD7090
142.37999999999997,1.8519999999999999,0.4,574.2260000000001,6,8,2,4,3,CMNPD29448
69.59,6.0403200000000075,0.4642857142857143,437.6000000000003,4,11,1,1,2,CMNPD18938
55.760000000000005,8.845,0.53125,490.68400000000054,4,14,2,1,4,CMNPD26072
68.95,3.2051000000000034,0.3,367.474,6,4,3,2,4,CMNPD14604
157.32999999999998,2.7002,0.5769230769230769,520.5790000000003,9,8,1,3,2,CMNPD28474
182.48999999999998,1.8012000000000006,0.3,584.249,8,8,1,7,4,CMNPD29449
228.74999999999991,2.172000000000001,0.14285714285714285,815.0130000000001,14,10,2,1,2,CMNPD15868
169.67999999999998,2.0913,0.3181818181818182,758.0800000000002,6,12,2,4,2,CMNPD27992
171.93999999999997,2.787200000000002,0.2857142857142857,552.4880000000003,12,6,4,2,5,CMNPD30913
154.76,3.6893000000000074,0.4375,614.6440000000003,12,12,3,4,5,CMNPD24294
99.59,3.785000000000001,0.36363636363636365,636.1790000000001,5,12,2,2,2,CMNPD14270
135.31,4.780500000000006,0.3333333333333333,566.0300000000003,8,8,1,2,4,CMNPD30465
135.44,1.8537799999999995,0.22727272727272727,407.426,6,9,3,4,3,CMNPD17359
163.83999999999997,3.6822000000000017,0.2727272727272727,664.398,10,13,2,6,2,CMNPD2755
118.22000000000001,4.963100000000009,0.7407407407407407,466.65900000000005,6,15,1,5,1,CMNPD24456
154.24999999999997,3.4943000000000013,0.6296296296296297,520.6230000000004,9,10,1,3,2,CMNPD28478
156.09,1.3679000000000001,0.35294117647058826,518.21,6,10,2,4,2,CMNPD5496
115.07000000000001,1.6274000000000002,0.3181818181818182,411.41000000000014,7,5,2,2,4,CMNPD19743
112.44000000000001,3.3296000000000023,0.4166666666666667,423.48900000000015,7,10,3,1,3,CMNPD28442
183.78999999999994,1.8505999999999998,0.3181818181818182,492.41300000000024,12,9,1,1,2,CMNPD26180
128.85,2.869900000000001,0.7,398.50000000000006,6,12,1,4,1,CMNPD25888
53.239999999999995,1.8016999999999992,0.5294117647058824,291.39099999999996,3,11,1,0,1,CMNPD12223
89.34,7.875800000000004,0.23076923076923078,664.7910000000003,8,4,8,2,11,CMNPD21931
189.51999999999995,2.5853700000000006,0.25925925925925924,593.6220000000003,14,10,3,4,5,CMNPD14598
102.92000000000002,4.312700000000006,0.041666666666666664,401.41800000000006,6,4,4,4,4,CMNPD16953
171.06999999999996,-1.1169,0.21052631578947367,425.4050000000001,9,5,3,3,3,CMNPD24536
145.77,7.075000000000009,0.3225806451612903,568.0900000000004,6,12,1,4,2,CMNPD14691
125.49000000000001,1.8570999999999993,0.26666666666666666,474.10900000000004,6,7,2,2,2,CMNPD7608
144.66,1.572500000000001,0.42857142857142855,509.6270000000002,6,12,2,3,2,CMNPD27571
72.83000000000001,5.776020000000007,0.5,454.60700000000026,5,11,1,1,2,CMNPD17804
194.21999999999997,-0.5266,0.5416666666666666,508.5240000000001,10,14,1,3,1,CMNPD21982
215.45,2.0825999999999993,0.13636363636363635,634.2930000000001,7,9,3,8,4,CMNPD26661
114.35000000000002,3.183500000000001,0.6,463.5470000000002,8,14,1,1,2,CMNPD27861
206.36999999999998,0.4415000000000015,0.22727272727272727,556.405,8,7,3,7,5,CMNPD20200
135.45000000000002,1.1512,0.45454545454545453,606.2880000000001,8,10,1,4,3,CMNPD5494
156.89,0.7872999999999997,0.25,428.40100000000007,11,6,3,3,3,CMNPD24241
157.32999999999998,3.336300000000001,0.6071428571428571,548.6330000000004,9,11,1,3,2,CMNPD20726
113.29000000000002,3.5805000000000042,0.25,420.4170000000002,7,4,3,3,5,CMNPD30252
92.62,2.2531,0.23529411764705882,458.126,4,6,2,3,2,CMNPD8267
101.47,4.927400000000003,0,424.25399999999996,3,4,4,4,4,CMNPD11158
65.71000000000001,6.491320000000005,0.45454545454545453,354.494,3,10,2,2,2,CMNPD10363
60.36,5.036400000000005,0.4583333333333333,369.52500000000015,3,11,1,1,1,CMNPD25299
66.76,3.6605000000000034,0.5882352941176471,294.3909999999999,4,10,1,2,1,CMNPD18644
111.67,5.2356000000000025,0.32142857142857145,808.2040000000003,5,15,3,3,3,CMNPD11975
78.19000000000001,2.9652000000000003,0.36363636363636365,541.2840000000001,4,11,2,2,2,CMNPD17972
125.91000000000001,1.8576,0.4,464.36300000000006,8,10,1,2,1,CMNPD4895
63.60000000000001,10.263299999999994,0.6190476190476191,624.9060000000003,4,6,1,1,6,CMNPD31187
209.95999999999995,5.42520000000001,0.17647058823529413,940.2340000000006,10,13,4,6,4,CMNPD1003
118.22000000000001,4.617000000000006,0.1111111111111111,473.4810000000002,8,7,4,3,4,CMNPD6841
93.98,4.550400000000002,0.2222222222222222,642.944,5,7,2,2,2,CMNPD19174
98.61000000000001,4.403500000000005,0.44,438.52400000000017,7,9,3,1,3,CMNPD17551
142.28,1.6722000000000001,0.32,451.49900000000014,6,9,2,4,3,CMNPD28778
150.48,3.0570000000000017,0.4642857142857143,500.6120000000002,7,15,1,4,1,CMNPD27107
99.35000000000001,3.9499000000000035,0.3684210526315789,347.41099999999994,5,8,1,3,1,CMNPD24474
160.36999999999998,0.36150000000000176,0.32,465.5300000000001,6,10,3,5,3,CMNPD28765
86.99000000000001,5.452700000000007,0.6818181818181818,378.509,5,12,1,3,2,CMNPD22356
86.99000000000001,6.8973000000000075,0.4642857142857143,454.60700000000037,5,14,1,3,2,CMNPD22353
90.36,3.0139000000000005,0.3333333333333333,527.2570000000001,4,11,2,2,2,CMNPD6174
44.01,2.5578000000000003,0.6470588235294118,277.4079999999999,2,10,1,0,1,CMNPD23777
195.72999999999996,2.45452,0.3448275862068966,550.5160000000004,11,3,1,5,5,CMNPD19795
83.12,5.436100000000005,0.2647058823529412,566.7710000000003,5,14,4,3,4,CMNPD8626
154.24999999999997,3.104200000000001,0.6153846153846154,506.5960000000004,9,9,1,3,2,CMNPD28477
54.45,4.096900000000003,0.1,316.35999999999996,3,4,3,1,4,CMNPD15831
95.86000000000001,3.102000000000001,0.5,465.5900000000002,5,2,1,3,4,CMNPD15738
113.69999999999999,0.6734,0.1875,390.21700000000004,4,6,3,3,3,CMNPD21753
145.53,3.680700000000006,0.41935483870967744,584.6180000000003,11,11,3,4,5,CMNPD24293
133.60000000000002,1.2755,0.22727272727272727,427.40900000000016,8,6,2,3,3,CMNPD22597
86.99000000000001,6.673300000000007,0.39285714285714285,452.59100000000035,5,13,1,3,2,CMNPD22354
201.78999999999996,5.212900000000007,0.17647058823529413,939.2260000000006,10,14,4,4,4,CMNPD1001
201.67,1.6427,0.5135135135135135,694.7300000000007,13,5,2,6,7,CMNPD30019
188.41999999999996,-1.0144,0.3181818181818182,532.5350000000002,12,8,3,2,3,CMNPD24535
106.86000000000001,1.9342000000000001,0.52,427.54100000000017,5,7,1,4,3,CMNPD17678
86.99000000000001,6.232900000000008,0.7083333333333334,406.5630000000001,5,14,1,3,2,CMNPD22355
80,2.3294,0.3157894736842105,466.381,5,6,3,2,3,CMNPD24246
113.17000000000002,1.0499000000000014,0.5909090909090909,421.5380000000001,5,10,1,2,1,CMNPD26399
94.13,4.084100000000003,0,354.36899999999997,4,3,4,3,5,CMNPD10015
84.59000000000002,4.390200000000003,0.391304347826087,730.1100000000001,5,12,2,3,2,CMNPD3822
75.38000000000001,4.752300000000003,0.47619047619047616,344.475,4,12,1,1,1,CMNPD10887
136.43,0.6435,0.22727272727272727,426.4010000000002,8,6,2,2,3,CMNPD22598
128.82,5.352700000000005,0.3225806451612903,862.2280000000004,6,15,3,3,3,CMNPD16006
115.83000000000001,1.3814999999999995,0.2916666666666667,464.5020000000001,7,7,2,2,4,CMNPD7581
78.82000000000001,3.5434000000000023,0.4090909090909091,373.4690000000001,5,13,1,1,1,CMNPD3743
113.18,2.5268000000000006,0.3333333333333333,332.376,5,8,1,3,1,CMNPD24475
75.99000000000001,5.228900000000006,0.4583333333333333,398.49900000000025,5,9,2,2,3,CMNPD27860
99.88000000000001,4.126600000000003,0.5517241379310345,510.6310000000003,8,6,1,1,4,CMNPD3439
153.26,1.2593000000000005,0.35294117647058826,519.218,6,10,2,5,2,CMNPD4897
124.96000000000001,2.4458,0.34615384615384615,466.53400000000016,6,9,2,4,3,CMNPD30275
61.83000000000001,4.564300000000004,0.5652173913043478,388.5040000000002,5,10,1,0,2,CMNPD27862
160.16,2.725999999999999,0.41379310344827586,553.5880000000004,9,10,2,2,3,CMNPD18664
103.42999999999999,5.358870000000004,0.5483870967741935,531.7250000000004,5,8,3,3,5,CMNPD1146
106.89,7.42730000000001,0.6774193548387096,547.7780000000004,6,11,1,2,3,CMNPD3376
143.5,0.3594199999999999,0.42105263157894735,424.4270000000001,10,5,2,3,3,CMNPD27472
121.04,1.4495,0.28,448.5230000000001,4,8,4,4,4,CMNPD12244
180.48,4.285400000000002,0.36,737.2640000000001,9,16,2,6,2,CMNPD22634
116.4,2.5168000000000017,0.4666666666666667,520.6740000000003,4,8,2,4,3,CMNPD17578
90.15,2.4067000000000016,0.6666666666666666,324.417,5,9,1,4,2,CMNPD30813
118.56,1.317099999999999,0.32,435.5000000000001,5,9,2,3,3,CMNPD28779
134.14000000000001,2.5155000000000003,0.48148148148148145,568.7250000000004,9,3,2,3,5,CMNPD4064
100.82000000000001,4.690400000000007,0.375,399.5070000000002,5,13,1,3,1,CMNPD395
159.84999999999997,1.1315900000000017,0.32,483.54500000000024,7,14,2,5,2,CMNPD6428
78.50999999999999,3.7577000000000016,0.5769230769230769,441.6160000000002,3,13,1,2,2,CMNPD17872
142.70000000000002,4.399000000000004,0.5526315789473685,662.872,6,12,2,4,3,CMNPD17581
98.61000000000001,4.608600000000005,0.44,438.52400000000017,7,9,3,1,3,CMNPD24434
228.65999999999994,2.109500000000001,0.25,682.2820000000002,12,6,3,8,5,CMNPD20223
214.48999999999998,-2.5288,0.4782608695652174,862.6039999999999,8,7,2,10,6,CMNPD10449
146.28,0.8557000000000028,0.42857142857142855,510.63500000000016,5,12,2,3,2,CMNPD27572
137.32,-0.2938,0.2,395.371,7,2,2,4,4,CMNPD22156
142.70000000000002,3.618800000000003,0.5277777777777778,634.8180000000001,6,10,2,4,3,CMNPD17582
82.28000000000002,4.475000000000004,0.05555555555555555,390.233,4,5,2,3,2,CMNPD20544
72.72,5.498000000000005,0.5172413793103449,446.6110000000002,4,5,1,1,4,CMNPD25238
80.56,3.4114000000000018,0.3076923076923077,434.5360000000002,5,9,3,2,3,CMNPD30448
69.15,4.895100000000004,0.3,593.11,5,9,2,1,2,CMNPD4905
149.2,7.3558400000000095,0.4,650.7680000000007,8,3,4,4,6,CMNPD2997
91.15,3.657400000000002,0.2222222222222222,486.15999999999997,5,7,2,3,2,CMNPD8270
181.10999999999996,2.0241,0.43243243243243246,673.6910000000006,12,5,2,3,7,CMNPD28501
157.32999999999998,3.4182000000000006,0.45161290322580644,582.6500000000004,10,11,1,3,3,CMNPD18666
155.7,2.5617000000000028,0.5588235294117647,694.9040000000002,9,4,2,3,6,CMNPD10007
202.82999999999996,-0.1405,0.25,507.45700000000016,13,8,3,2,3,CMNPD24240
145.06,1.3192000000000004,0.3888888888888889,532.237,6,11,2,4,2,CMNPD22624
166.41999999999996,1.7671899999999994,0.3076923076923077,511.55500000000023,7,15,2,5,2,CMNPD6427
75.99000000000001,4.175400000000005,0.4090909090909091,374.4770000000001,5,13,1,2,1,CMNPD4805
49.36,4.303700000000003,0.6111111111111112,291.41099999999994,3,10,1,0,1,CMNPD18646
