TPSA,LogP,CSP3,MW,HBA,Num_Rot_Bond,Num_Aromatic_Rings,HBD,Num_Rings,Molecule_Name
120.03000000000002,2.1157200000000005,0.3,371.36500000000007,7,3,2,2,3,CMNPD26292
78.46000000000001,5.042300000000003,0.6363636363636364,376.51700000000005,4,13,1,1,1,CMNPD30109
236.80999999999995,1.4310000000000054,0.2,610.5240000000005,14,7,4,8,5,CMNPD18560
160.16,1.7305999999999993,0.39285714285714285,539.5610000000003,9,8,2,2,3,CMNPD18660
186.9,4.633100000000004,0.2727272727272727,679.389,12,14,2,6,2,CMNPD12713
188.61999999999998,1.6288999999999991,0.3870967741935484,594.5690000000002,12,6,2,1,4,CMNPD29060
179.19999999999996,1.0506699999999995,0.3,551.3790000000001,10,5,4,5,5,CMNPD24249
179.19999999999996,1.0506699999999995,0.3,551.3790000000001,10,5,4,5,5,CMNPD24251
103.42999999999999,6.121370000000005,0.5483870967741935,610.6210000000003,5,8,3,3,5,CMNPD5564
202.45,0.2058000000000002,0.36666666666666664,579.5340000000002,12,6,2,1,4,CMNPD29061
115.76,4.436300000000004,0.43478260869565216,448.5610000000002,6,10,1,2,2,CMNPD24821
92.62,3.015600000000001,0.23529411764705882,537.0219999999999,4,6,2,3,2,CMNPD8268
66.4,3.4602400000000024,0.25,402.49800000000016,4,8,3,0,3,CMNPD27168
68.91000000000001,4.649500000000004,0.30434782608695654,631.1830000000001,5,9,3,2,3,CMNPD11188
191.38999999999996,-0.0881,0.34615384615384615,529.5220000000002,10,13,2,4,2,CMNPD21983
52.58,5.139720000000004,0.35,328.408,4,8,2,0,2,CMNPD150
177.95,3.0158000000000014,0.5675675675675675,677.7230000000005,12,5,2,2,7,CMNPD30014
154.27999999999997,0.3040000000000004,0.3181818181818182,500.53700000000015,11,8,3,2,3,CMNPD24534
165.47999999999996,2.8324200000000053,0.25,522.5060000000003,10,6,3,2,3,CMNPD29072
197.11999999999998,3.2937000000000025,0.3333333333333333,616.5750000000006,12,2,2,5,8,CMNPD19851
106.89000000000001,2.4719000000000015,0.30434782608695654,397.4470000000001,6,8,2,2,2,CMNPD30383
123.68,1.1678999999999995,0.5,362.4460000000001,6,10,1,3,1,CMNPD19735
120.72000000000001,1.8687999999999994,0.5652173913043478,404.5030000000001,6,15,1,2,1,CMNPD31069
163.65,3.0379000000000005,0.25806451612903225,573.5780000000003,9,7,3,2,4,CMNPD18667
101.4,4.221100000000002,0.5769230769230769,436.57600000000014,5,5,1,2,4,CMNPD17994
80.01000000000002,3.2387000000000006,0.5,385.46000000000015,6,6,1,1,4,CMNPD30113
120.72000000000001,1.3125999999999989,0.6190476190476191,378.465,6,14,1,2,1,CMNPD31066
133.46999999999997,1.4034899999999995,0.28,465.5300000000002,5,15,2,4,2,CMNPD6426
179.19999999999996,1.0506699999999995,0.3,551.3790000000001,10,5,4,5,5,CMNPD24250
179.19999999999996,1.0506699999999995,0.3,551.3790000000001,10,5,4,5,5,CMNPD24252
164.09,2.520900000000001,0.45454545454545453,468.52400000000017,9,13,1,2,1,CMNPD25214
92.16000000000001,5.006500000000001,0,498.15200000000004,4,2,4,2,4,CMNPD10457
73.03999999999999,4.071900000000003,0.1,407.2709999999999,2,2,4,3,5,CMNPD15126
142.7,3.474700000000003,0.5277777777777778,634.8180000000002,6,10,2,4,3,CMNPD15736
135.65999999999997,6.016900000000005,0.6756756756756757,653.8820000000004,7,11,1,1,5,CMNPD8376
75.66000000000001,3.5021000000000013,0.4782608695652174,385.4800000000002,5,10,1,0,2,CMNPD18578
128.45,0.5652000000000066,0.5294117647058824,758.0060000000003,13,7,1,3,9,CMNPD23223
73.03999999999999,4.834400000000002,0.1,486.1669999999999,2,2,4,3,5,CMNPD6739
95.20000000000002,1.6957999999999998,0.42857142857142855,384.38400000000007,7,4,2,1,5,CMNPD7990
79.15,2.423100000000001,0.6666666666666666,322.40099999999995,5,6,1,3,3,CMNPD30815
176.48,2.967080000000001,0.25,522.5060000000002,10,5,2,3,3,CMNPD29077
135.65999999999997,5.770900000000005,0.6666666666666666,639.8550000000004,7,10,1,1,5,CMNPD8379
144.88999999999996,5.779500000000005,0.6756756756756757,669.8810000000004,8,12,1,1,5,CMNPD8375
216.57999999999996,1.7254000000000054,0.2,594.5250000000003,13,7,4,7,5,CMNPD18559
96.19,2.0244,0.3076923076923077,299.7099999999999,4,5,1,2,1,CMNPD26261
139.75,3.6000800000000037,0.17857142857142858,486.5000000000002,7,5,3,3,4,CMNPD30067
123.58000000000003,12.737899999999991,0,1109.8280000000004,9,10,5,1,5,CMNPD19898
173.81999999999996,-0.7299,0.47058823529411764,617.7710000000005,5,11,2,6,5,CMNPD13996
201.73999999999998,2.4056000000000006,0.18518518518518517,610.4690000000003,7,11,4,8,4,CMNPD4577
182.75999999999996,1.6419000000000001,0.3,584.249,6,8,2,7,4,CMNPD10443
158.65999999999997,1.0315,0.2,396.403,7,5,3,5,3,CMNPD24734
78.79,3.792700000000003,0.2777777777777778,599.057,4,7,2,3,2,CMNPD29467
164.26,-1.3022,0.64,508.54400000000027,10,4,1,5,4,CMNPD30051
61.83000000000001,4.730400000000005,0.52,412.5260000000003,5,8,1,0,3,CMNPD28614
185.62999999999997,-0.6664,0.25,456.4150000000001,11,6,3,4,3,CMNPD25935
147.03,7.348700000000009,0.2777777777777778,642.6570000000007,11,10,6,2,6,CMNPD17445
72.83000000000001,4.558200000000005,0.5,450.5750000000003,5,4,1,1,4,CMNPD6334
121.91000000000003,7.319400000000009,0.4358974358974359,653.8200000000006,6,10,3,4,6,CMNPD22196
80.67,6.489000000000006,0.6153846153846154,586.3850000000002,4,14,1,1,2,CMNPD7093
106.16000000000001,1.9295,0.11764705882352941,321.34,3,3,3,4,4,CMNPD23466
93.4,4.003600000000002,0.7241379310344828,466.6180000000003,5,5,1,0,5,CMNPD5654
149.04999999999995,4.843600000000004,0.3225806451612903,878.2270000000004,7,15,3,4,3,CMNPD16007
165.47999999999996,2.8324200000000053,0.25,522.5060000000003,10,6,3,2,3,CMNPD29074
128.85,2.869900000000001,0.7,398.50000000000006,6,12,1,4,1,CMNPD19710
171.75999999999996,1.7303,0.3333333333333333,598.2760000000001,7,8,2,6,4,CMNPD10444
149.26,2.0705999999999998,0.2962962962962963,505.5750000000003,5,15,3,5,3,CMNPD7127
185.25999999999996,3.0241200000000026,0.2413793103448276,655.4340000000003,12,8,4,3,5,CMNPD24243
145.14000000000001,5.1630000000000065,0.64,623.5770000000003,12,5,2,2,3,CMNPD15478
200.85999999999996,-0.5341,0.2727272727272727,497.4680000000002,11,8,3,3,3,CMNPD26291
143.73000000000002,0.3830000000000016,0.6363636363636364,423.53000000000003,6,9,1,5,2,CMNPD8742
205.25999999999996,8.045800000000005,0,974.2020000000005,12,9,6,0,6,CMNPD10436
99.88000000000001,3.7365000000000026,0.5357142857142857,496.60400000000027,8,5,1,1,4,CMNPD13664
168.56,0.5739000000000045,0.45161290322580644,578.6900000000003,6,9,2,5,3,CMNPD22487
115.42,5.563100000000004,0.7333333333333333,560.7810000000004,6,13,1,1,4,CMNPD17047
201.52999999999997,0.46019999999999894,0.2727272727272727,475.43000000000006,12,11,2,5,2,CMNPD18714
142.39,0.0028000000000000247,0.4090909090909091,431.44100000000014,8,7,1,4,3,CMNPD27375
95.89000000000001,3.6745000000000023,0.36363636363636365,385.4360000000001,6,9,2,1,2,CMNPD29782
90.23000000000002,2.3116000000000017,0.21052631578947367,343.379,5,6,2,3,2,CMNPD25681
110.62,3.8337000000000003,0.3333333333333333,622.152,5,11,2,2,2,CMNPD6177
133.68,3.6698000000000013,0.3333333333333333,716.039,6,11,2,2,2,CMNPD27991
265.43,1.7229000000000014,0.20833333333333334,899.2190000000003,11,12,2,8,4,CMNPD14259
173.61999999999998,3.548400000000007,0.058823529411764705,586.5560000000006,9,7,4,3,6,CMNPD22611
133.57999999999998,2.5328,0.2727272727272727,581.289,5,11,3,3,3,CMNPD5495
160.82,4.012500000000002,0.43333333333333335,568.6230000000004,10,10,1,3,3,CMNPD18665
80.42,3.8960000000000017,0.2,524.991,4,6,2,2,2,CMNPD25581
72.72,5.498000000000005,0.5172413793103449,446.6110000000002,4,5,1,1,4,CMNPD20249
99.60000000000001,2.6749,0.26666666666666666,460.12600000000003,5,7,2,3,2,CMNPD6830
200.15999999999997,1.3076000000000012,0.2727272727272727,542.422,7,8,3,8,5,CMNPD4881
56.510000000000005,5.000900000000004,0.5,332.44,4,10,1,0,1,CMNPD1568
100.66000000000001,1.8274999999999992,0.3157894736842105,374.34500000000014,8,6,1,0,3,CMNPD24864
72.72,5.808200000000006,0.4482758620689655,446.6110000000003,4,8,1,1,3,CMNPD5517
132.5,2.4819000000000013,0.7407407407407407,502.56000000000034,9,3,1,2,6,CMNPD20652
143.91,2.0312999999999994,0.46153846153846156,458.5750000000001,7,14,1,4,1,CMNPD27105
120.72000000000001,1.7026999999999992,0.6363636363636364,392.492,6,15,1,2,1,CMNPD31067
99.39,4.050200000000005,0.5789473684210527,350.45899999999995,4,10,1,3,1,CMNPD19713
81.54000000000002,3.0563000000000002,0.2777777777777778,346.38300000000004,5,7,2,2,2,CMNPD29912
95.89,2.8820000000000006,0.6,363.4300000000002,6,4,1,1,2,CMNPD29058
75.99000000000001,8.111200000000004,0.59375,508.6990000000006,5,14,2,2,4,CMNPD10925
94.13,4.846600000000003,0,433.26499999999993,4,3,4,3,5,CMNPD10014
119.83000000000001,2.380499999999999,0.26666666666666666,476.125,6,7,2,4,2,CMNPD11966
266.78999999999996,-1.42963,0.20833333333333334,741.4270000000002,8,12,3,10,4,CMNPD26662
152.54000000000002,4.484220000000003,0.225,670.7420000000005,9,6,3,4,7,CMNPD19860
98.42000000000002,3.4333000000000014,0.36363636363636365,636.1790000000001,5,11,2,3,2,CMNPD22632
52.60000000000001,5.080120000000005,0.6363636363636364,360.49400000000014,4,9,1,0,2,CMNPD30086
142.28,1.6722000000000001,0.32,451.49900000000014,6,9,2,4,3,CMNPD30276
129.95000000000002,1.7941399999999996,0.2,370.3570000000001,7,4,2,2,2,CMNPD30396
91.29000000000002,4.8342200000000055,0.391304347826087,416.4700000000002,7,9,2,1,2,CMNPD26213
112.58000000000003,4.597820000000004,0.46153846153846156,489.5410000000003,9,11,2,0,2,CMNPD26212
144.88999999999996,5.5335000000000045,0.6666666666666666,655.8540000000004,8,11,1,1,5,CMNPD8378
120.11000000000001,2.707300000000002,0.5357142857142857,512.6030000000003,9,5,1,2,4,CMNPD3442
85.02,2.3877,0.1111111111111111,433.22499999999997,3,5,3,2,3,CMNPD4565
162.64999999999998,4.909920000000005,0.3,586.0130000000003,10,6,2,3,3,CMNPD29080
154.94,5.925800000000005,0.35714285714285715,584.7200000000004,10,15,4,2,4,CMNPD9401
191.67000000000002,4.424100000000001,0.18181818181818182,776.086,7,8,4,7,5,CMNPD19152
137.07,-0.0205,0.5833333333333334,476.5740000000003,6,6,1,4,2,CMNPD30415
135.79000000000002,-1.8581,0.3125,348.3110000000001,7,5,2,3,3,CMNPD26623
107.22000000000001,6.52240000000001,0.5666666666666667,500.6760000000004,6,13,2,4,2,CMNPD26081
191.16999999999996,6.0384000000000055,0.23529411764705882,710.7979999999999,13,3,6,3,7,CMNPD16583
205.25999999999996,8.045800000000005,0,974.2020000000005,12,9,6,0,6,CMNPD16986
147.01999999999998,2.967300000000001,0.3888888888888889,644.7210000000007,9,12,3,4,6,CMNPD20626
154.78,1.9673000000000007,0.48148148148148145,515.5590000000002,9,7,2,5,4,CMNPD8747
104.53,4.217000000000002,0.5185185185185185,501.66900000000027,6,10,1,1,3,CMNPD26202
223.58999999999995,1.4382000000000015,0.2413793103448276,655.5300000000003,7,12,4,9,4,CMNPD4578
221.51,-1.7166,0.45454545454545453,768.6729999999999,7,6,2,10,6,CMNPD19153
221.50999999999996,-1.7166,0.45454545454545453,768.6730000000001,7,6,2,10,6,CMNPD19153
187.96000000000004,7.726200000000006,0.17647058823529413,938.2180000000001,10,0,4,4,8,CMNPD4329
64.72000000000001,3.055500000000001,0.46153846153846156,773.1990000000003,4,13,2,2,2,CMNPD29473
162.31999999999996,7.125300000000009,0.7777777777777778,710.9520000000006,10,9,1,1,5,CMNPD5530
168.49999999999997,4.946100000000006,0.4074074074074074,891.5860000000002,11,11,1,4,4,CMNPD23825
206.91,0.5648000000000004,0.26666666666666666,590.5890000000005,10,12,3,5,4,CMNPD21979
232.89999999999995,1.372600000000003,0.2,610.5240000000005,14,6,2,8,5,CMNPD18561
196.98999999999995,-2.7734,0.7142857142857143,492.4740000000002,13,8,1,7,3,CMNPD17496
116.33,4.025800000000003,0.4375,528.6490000000002,5,3,2,3,5,CMNPD19781
57.879999999999995,4.876500000000004,0,328.371,2,4,4,2,4,CMNPD26626
75.99000000000001,4.175400000000005,0.4090909090909091,374.4770000000001,5,13,1,2,1,CMNPD3744
73.03999999999999,4.337400000000003,0.1,407.2709999999999,3,3,4,3,5,CMNPD16942
73.03999999999999,5.0999000000000025,0.1,486.1669999999999,3,3,4,3,5,CMNPD16944
162.93,0.6234000000000022,0.5,516.5950000000003,7,5,1,5,2,CMNPD23390
152.70999999999998,4.389640000000006,0.25,642.6570000000006,11,13,4,0,4,CMNPD25891
80.67,6.713000000000006,0.6923076923076923,588.4010000000003,4,15,1,1,2,CMNPD7091
109.69000000000001,1.7359999999999993,0.42857142857142855,372.44100000000003,5,7,1,3,2,CMNPD25977
140.23,-1.4806,0.2777777777777778,375.3330000000001,8,5,2,3,3,CMNPD26622
85.02,2.5455999999999994,0.1111111111111111,386.22499999999997,3,5,3,2,3,CMNPD4564
116.61000000000001,3.6853000000000034,0.5357142857142857,574.7210000000003,9,9,1,2,5,CMNPD26049
267.5,-3.5948,0.375,903.2510000000001,7,10,2,11,5,CMNPD23817
153.04999999999998,4.985400000000006,0.24,540.623,10,7,4,5,5,CMNPD12302
96.38000000000001,3.648700000000003,0.5,528.6520000000003,8,7,1,1,7,CMNPD26048
220.41999999999996,2.7196000000000002,0.3103448275862069,753.4490000000005,9,12,2,8,4,CMNPD19181
72.72,5.808200000000006,0.4482758620689655,446.6110000000003,4,8,1,1,3,CMNPD17009
133.14000000000001,-0.1958,0.5294117647058824,759.0140000000005,12,8,2,4,9,CMNPD23222
106.89,7.696600000000007,0.6129032258064516,545.7620000000004,6,11,1,2,3,CMNPD11995
85.02,1.6914999999999993,0.3333333333333333,313.377,3,7,2,2,2,CMNPD20762
134.74,7.97130000000001,0.34210526315789475,621.7780000000006,7,9,2,5,5,CMNPD22197
127.74000000000001,4.608120000000002,0.08695652173913043,567.245,4,3,5,5,6,CMNPD8225
134.66000000000003,4.734500000000004,0.45454545454545453,596.6730000000003,10,8,1,1,3,CMNPD7807
98.03000000000002,4.255900000000002,0.46153846153846156,455.5270000000004,7,11,1,0,3,CMNPD12779
195.18999999999997,-0.8529,0.18181818181818182,532.3510000000001,6,9,3,6,3,CMNPD23060
209.2,1.704699999999999,0.36,750.2390000000003,9,15,2,4,2,CMNPD22635
100.82000000000001,4.279400000000005,0.1111111111111111,456.4740000000003,7,7,4,1,4,CMNPD6840
71.44,5.016400000000003,0,489.96900000000005,2,4,2,2,2,CMNPD19949
98.69000000000001,0.8569000000000002,0.15789473684210525,340.355,5,7,2,2,2,CMNPD22485
163.83999999999997,3.6822000000000017,0.2727272727272727,664.398,10,13,2,6,2,CMNPD2754
135.43,3.4897999999999993,0.391304347826087,746.133,5,14,2,4,2,CMNPD4899
97.38000000000001,1.8564999999999996,0.3,369.42100000000005,6,6,2,2,3,CMNPD13491
218.99999999999994,1.2620399999999998,0.3333333333333333,606.4920000000005,14,3,2,4,8,CMNPD24856
192.37999999999997,-2.3754,0.6,631.7070000000004,11,7,2,6,5,CMNPD24492
96.52999999999999,3.530100000000001,0.25,473.5730000000003,4,11,3,3,3,CMNPD29815
98.61000000000001,4.608600000000005,0.44,438.52400000000017,7,9,3,1,3,CMNPD22319
141.77999999999997,1.1832999999999998,0.15,415.44700000000006,8,8,2,3,2,CMNPD28481
86.66000000000001,3.1146000000000016,0.5555555555555556,321.3929999999999,5,10,1,1,1,CMNPD24858
52.58,5.818500000000006,0.34782608695652173,368.4730000000002,4,10,2,0,2,CMNPD2117
81.62,3.3186000000000013,0.2777777777777778,551.049,4,7,2,2,2,CMNPD29466
112.96000000000001,2.2677,0.5263157894736842,365.402,7,11,1,1,1,CMNPD30889
154.24999999999997,1.1536999999999995,0.5238095238095238,436.4610000000002,9,4,1,3,2,CMNPD28505
115.06000000000002,3.3696200000000034,0.2,356.374,6,5,2,4,2,CMNPD15744
45.8,4.451000000000001,0.5384615384615384,637.0180000000003,10,12,2,2,3,CMNPD19575
103.92000000000002,2.4513999999999987,0.25,387.3880000000001,7,7,2,1,2,CMNPD26362
94.83000000000001,3.6640200000000034,0.2,340.37500000000006,5,5,2,3,2,CMNPD18591
158.39999999999998,0.6191999999999993,0.2,396.403,6,5,3,5,3,CMNPD24733
44.24000000000001,3.9838200000000032,0.23809523809523808,334.41900000000004,4,6,3,0,3,CMNPD30539
35.53,6.213400000000007,0.5925925925925926,408.58200000000016,3,6,1,0,4,CMNPD28613
141.73000000000002,2.673200000000002,0.6363636363636364,614.7360000000006,11,8,1,3,5,CMNPD11473
85.03000000000002,3.5472000000000024,0.5,760.1360000000002,6,10,1,2,3,CMNPD14264
167.72,1.0362000000000025,0.4482758620689655,538.6450000000002,7,13,2,3,2,CMNPD30734
63.93000000000001,3.843800000000002,0.5,277.3639999999999,4,6,1,3,2,CMNPD9388
249.89999999999995,1.6649000000000016,0.23076923076923078,709.3520000000003,11,11,4,8,4,CMNPD19180
110.62,3.8337000000000003,0.3333333333333333,622.152,5,11,2,2,2,CMNPD4901
98.61000000000001,4.403500000000005,0.44,438.52400000000017,7,9,3,1,3,CMNPD17552
150.15,2.2582000000000004,0.5,502.62800000000016,7,15,1,5,1,CMNPD27108
141.35999999999999,3.5037200000000013,0.34782608695652173,430.45300000000015,8,6,1,4,2,CMNPD22130
86.99000000000001,7.937900000000006,0.717948717948718,604.8720000000004,5,5,1,3,6,CMNPD29886
94.78,6.668300000000008,0.1875,598.5450000000002,3,7,5,4,6,CMNPD22563
105.25,2.0122999999999998,0.28,419.5010000000001,4,9,3,3,3,CMNPD28780
111.04,1.1096999999999997,0.3125,330.34400000000005,6,5,2,3,3,CMNPD25856
78.50999999999999,3.201500000000001,0.625,415.57800000000015,3,11,1,2,2,CMNPD17873
131.55,1.6522999999999999,0.15,460.26,6,6,3,3,3,CMNPD27024
110.35999999999999,1.3501999999999994,0.34782608695652173,410.494,5,10,2,3,2,CMNPD30735
99.80000000000001,3.841100000000002,0.44,425.5010000000003,6,9,1,1,3,CMNPD29561
69.89,10.945899999999991,0.6190476190476191,623.9220000000003,4,5,1,2,6,CMNPD5512
98.61000000000001,4.157500000000004,0.4166666666666667,424.4970000000002,7,9,3,1,3,CMNPD17547
112.44000000000001,3.1855000000000016,0.4166666666666667,423.48900000000015,7,9,3,1,3,CMNPD24431
212.93999999999997,2.3058000000000005,0.13636363636363635,793.0930000000001,8,9,2,8,4,CMNPD8250
215.45,2.8451,0.13636363636363635,713.1890000000001,7,9,3,8,4,CMNPD19154
112.15000000000002,4.4591000000000065,0.11538461538461539,445.4710000000002,7,6,4,4,4,CMNPD22606
65.71000000000001,7.571520000000007,0.52,428.64200000000017,4,14,2,3,2,CMNPD10365
134.11,2.647,0.21052631578947367,607.049,7,8,2,2,2,CMNPD25198
78.79,4.397200000000004,0.05555555555555555,469.129,4,5,2,3,2,CMNPD14602
73.03999999999999,4.071900000000003,0.1,407.2709999999999,2,2,4,3,5,CMNPD16940
288.77000000000004,-4.021,0.8333333333333334,709.6950000000008,18,9,1,10,5,CMNPD16477
82.28000000000002,3.712500000000003,0.05555555555555555,311.337,4,5,2,3,2,CMNPD14601
102.88000000000001,5.237700000000005,0.2,598.5050000000001,6,6,6,2,7,CMNPD21308
103.21000000000002,5.057400000000004,0.391304347826087,666.2050000000002,6,12,2,2,2,CMNPD12716
